,uid,latitude,longitude,date,split,geometry,index_right,index,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME_x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NAME_y,median_household_income,median_family_income,total_pop_race,poverty,total_pop,white,black,asian,hispanic_latino,aian,nhpi,other,multi,state,county,tract,poverty_rate,percent_white,percent_black,percent_asian,percent_nonwhite,percent_hispanic_latino,percent_aian,percent_nhpi,percent_other,percent_multi,poverty_rate_state,percent_white_state,percent_black_state,percent_asian_state,percent_aian_state,percent_nhpi_state,percent_other_state,percent_multi_state,percent_hispanic_latino_state,percent_nonwhite_state,NAME,median_household_income_state_overall,median_family_income_state_overall,total_pop_race_state_overall,poverty_state_overall,total_pop_state_overall,white_state_overall,black_state_overall,asian_state_overall,hispanic_latino_state_overall,aian_state_overall,nhpi_state_overall,other_state_overall,multi_state_overall,poverty_rate_bin,percent_white_bin,percent_black_bin,percent_asian_bin,percent_aian_bin,percent_nhpi_bin,percent_other_bin,percent_multi_bin,percent_hispanic_latino_bin,percent_nonwhite_bin,missing_pop,low_income
383,clyp,38.31806,-96.99139,2021-08-30,train,POINT (-96.99139 38.31806),69362.0,340.0,20,115,489700,20115489700,4897,Census Tract 4897,G5020,S,357673864.0,20765772.0,+38.3688222,-096.9926371,"Census Tract 4897, Marion County, Kansas",50449.0,64917.0,2783.0,141.0,2783.0,2686.0,14.0,0.0,85.0,0.0,0.0,14.0,69.0,20,115,489700,0.05066475026949335,0.9651455264103486,0.005030542579949695,0.0,0.03485447358965146,0.030542579949694573,0.0,0.0,0.005030542579949695,0.024793388429752067,0.1152385769408098,0.837549340677714,0.06662244038184784,0.02598334967651838,0.008380882176206432,0.0007868148065627427,0.026483430059549458,0.03419374222160111,0.12462156961095079,0.16245065932228597,Kansas,59597.0,75976.0,2910652.0,305642.0,2910652.0,2455935.0,170291.0,85794.0,345680.0,24010.0,2382.0,71683.0,100557.0,0,1,0,0,0,0,0,0,0,0,0,1
384,cmfn,35.79,-79.0311379070311,2020-01-09,train,POINT (-79.03113790703109 35.79),18888.0,545.0,37,037,020104,37037020104,201.04,Census Tract 201.04,G5020,S,40951085.0,853237.0,+35.7967143,-079.0528433,"Census Tract 201.04, Chatham County, North Carolina",99811.0,139746.0,5370.0,240.0,5370.0,4959.0,133.0,81.0,241.0,63.0,0.0,8.0,126.0,37,037,020104,0.0446927374301676,0.923463687150838,0.024767225325884545,0.015083798882681564,0.07653631284916201,0.044878957169459964,0.011731843575418994,0.0,0.0014897579143389199,0.02346368715083799,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
385,cmha,37.6106,-121.229,2017-05-09,test,POINT (-121.229 37.6106),42403.0,7190.0,06,099,003300,06099003300,33,Census Tract 33,G5020,S,640784431.0,2596432.0,+37.4975520,-121.3425653,"Census Tract 33, Stanislaus County, California",71595.0,70733.0,6076.0,585.0,6076.0,5472.0,175.0,48.0,4092.0,0.0,6.0,361.0,14.0,06,099,003300,0.09628044766293614,0.9005924950625411,0.02880184331797235,0.007899934167215274,0.09940750493745885,0.673469387755102,0.0,0.0009874917709019092,0.05941408821593153,0.002304147465437788,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,0,1,0,0,0,0,0,0,1,0,0,1
386,cmky,36.06,-78.76,2021-08-16,train,POINT (-78.76000000000001 36.06),18997.0,654.0,37,063,001806,37063001806,18.06,Census Tract 18.06,G5020,S,35553236.0,4628390.0,+36.0194166,-078.7902720,"Census Tract 18.06, Durham County, North Carolina",59601.0,70332.0,7416.0,721.0,7416.0,2918.0,3741.0,0.0,738.0,15.0,0.0,416.0,326.0,37,063,001806,0.09722222222222222,0.3934735706580367,0.5044498381877023,0.0,0.6065264293419633,0.09951456310679611,0.0020226537216828477,0.0,0.05609492988133765,0.04395900755124056,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,0,1,0,0,0,1,1,1,1,0,0
387,cmnc,35.6461189785982,-79.2747975660861,2018-11-07,test,POINT (-79.27479756608609 35.6461189785982),19434.0,1091.0,37,037,020600,37037020600,206,Census Tract 206,G5020,S,303367193.0,2361346.0,+35.6003231,-079.2898170,"Census Tract 206, Chatham County, North Carolina",52431.0,56970.0,5187.0,679.0,5187.0,4117.0,869.0,134.0,303.0,0.0,0.0,1.0,66.0,37,037,020600,0.13090418353576247,0.7937150568729516,0.1675342201657991,0.02583381530749952,0.2062849431270484,0.05841526894158473,0.0,0.0,0.000192789666473877,0.012724117987275883,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,1,0,0,0,0,0,0,0,1
388,cmqv,39.006878,-80.472104,2019-08-26,train,POINT (-80.472104 39.006878),3468.0,204.0,54,041,967600,54041967600,9676,Census Tract 9676,G5020,S,465080250.0,3586138.0,+38.9117751,-080.4790755,"Census Tract 9676, Lewis County, West Virginia",38333.0,49063.0,3400.0,736.0,3400.0,3365.0,0.0,0.0,7.0,0.0,0.0,0.0,35.0,54,041,967600,0.2164705882352941,0.9897058823529412,0.0,0.0,0.010294117647058823,0.002058823529411765,0.0,0.0,0.0,0.010294117647058823,0.1687178920297584,0.9266655933046767,0.04159952742611933,0.007393056336238273,0.0018804141112700541,0.000240682724798931,0.00419107072631537,0.01802965537058129,0.01458148526472491,0.07333440669532325,West Virginia,46711.0,59607.0,1817305.0,283127.0,1817305.0,1691600.0,66990.0,14523.0,28368.0,3667.0,419.0,7971.0,32135.0,1,1,0,0,0,0,0,0,0,0,0,1
389,cmsu,38.7605000178019,-75.2028333346049,2020-07-29,train,POINT (-75.2028333346049 38.7605000178019),1653.0,195.0,10,005,050901,10005050901,509.01,Census Tract 509.01,G5020,S,55673382.0,1443291.0,+38.7916515,-075.2178310,"Census Tract 509.01, Sussex County, Delaware",85385.0,98750.0,2591.0,97.0,2591.0,2465.0,14.0,0.0,97.0,39.0,0.0,0.0,73.0,10,005,050901,0.037437282902354305,0.9513701273639521,0.005403319181783096,0.0,0.04862987263604786,0.037437282902354305,0.015052103434967195,0.0,0.0,0.028174450019297567,0.11134794229986097,0.6911524499921867,0.22311119298549087,0.03507422536826975,0.00399232931081646,0.0005018947689540405,0.01997483968304265,0.026193067891239544,0.09231635562828512,0.3088475500078134,Delaware,68287.0,83127.0,957248.0,99177.0,957248.0,658237.0,212302.0,37009.0,88364.0,3729.0,542.0,18350.0,27079.0,0,1,0,0,1,0,0,1,0,0,0,0
390,cmvl,40.7201033333333,-85.1058325,2020-06-08,train,POINT (-85.10583250000001 40.7201033333333),51116.0,703.0,18,179,040300,18179040300,403,Census Tract 403,G5020,S,208522932.0,1298994.0,+40.6953555,-085.1223303,"Census Tract 403, Wells County, Indiana",72417.0,92712.0,4228.0,141.0,4228.0,4146.0,42.0,38.0,55.0,0.0,0.0,2.0,0.0,18,179,040300,0.033349101229895935,0.9806054872280038,0.009933774834437087,0.008987701040681173,0.019394512771996216,0.013008514664143803,0.0,0.0,0.0004730368968779565,0.0,0.1353977940350358,0.8154160304485109,0.11340292978278485,0.018515833443743444,0.0025014762801024624,0.00040752405954899696,0.02379922663103573,0.025956979354273726,0.07105641155269542,0.1845839695514892,Indiana,56303.0,71164.0,6665703.0,782759.0,6665703.0,5553391.0,626587.0,151979.0,461850.0,15782.0,2506.0,145747.0,169711.0,0,1,0,0,0,0,0,0,0,0,0,0
391,cmxn,37.1145,-120.89,2018-03-02,train,POINT (-120.89 37.1145),37460.0,2247.0,06,047,002000,06047002000,20,Census Tract 20,G5020,S,585314653.0,21109052.0,+37.2000819,-120.9591276,"Census Tract 20, Merced County, California",60521.0,61443.0,8712.0,1871.0,8712.0,6316.0,14.0,20.0,5420.0,37.0,0.0,2069.0,256.0,06,047,002000,0.21476124885215794,0.7249770431588614,0.0016069788797061523,0.002295684113865932,0.27502295684113864,0.6221303948576676,0.004247015610651974,0.0,0.23748852157943068,0.02938475665748393,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,1,0,1,0,0,1
392,cmyk,35.74,-79.02,2019-07-02,train,POINT (-79.02 35.74),18887.0,544.0,37,037,020702,37037020702,207.02,Census Tract 207.02,G5020,S,230213843.0,33321504.0,+35.6676277,-079.0132905,"Census Tract 207.02, Chatham County, North Carolina",65486.0,91351.0,3996.0,309.0,3996.0,3480.0,350.0,42.0,357.0,0.0,0.0,99.0,25.0,37,037,020702,0.07732732732732733,0.8708708708708709,0.08758758758758758,0.010510510510510511,0.12912912912912913,0.08933933933933934,0.0,0.0,0.024774774774774775,0.006256256256256257,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
393,cmyl,36.35088,-90.80319,2017-09-19,test,POINT (-90.80319 36.35088),45072.0,621.0,05,121,960100,05121960100,9601,Census Tract 9601,G5020,S,647071126.0,5582255.0,+36.3271841,-090.8734649,"Census Tract 9601, Randolph County, Arkansas",36750.0,44663.0,4245.0,618.0,4245.0,4098.0,41.0,3.0,40.0,26.0,0.0,0.0,77.0,05,121,960100,0.14558303886925794,0.9653710247349824,0.009658421672555949,0.0007067137809187279,0.03462897526501767,0.009422850412249705,0.006124852767962308,0.0,0.0,0.018138987043580683,0.1598398305217819,0.7347030305558515,0.19289526966268317,0.01242558729842001,0.006491968732256685,0.0019035731323795285,0.024561590010295883,0.027018980608113197,0.0669397112345405,0.2652969694441485,Arkansas,47597.0,59455.0,2999370.0,445373.0,2999370.0,2301044.0,459542.0,45504.0,224130.0,20434.0,8733.0,83576.0,80537.0,0,1,0,0,0,0,0,0,0,0,0,1
394,cnei,41.55087787,-86.3616260258333,2021-08-30,test,POINT (-86.3616260258333 41.55087787),50967.0,554.0,18,141,012100,18141012100,121,Census Tract 121,G5020,S,109790024.0,1115385.0,+41.5236803,-086.4123069,"Census Tract 121, St. Joseph County, Indiana",58992.0,72250.0,3813.0,321.0,3813.0,3746.0,8.0,8.0,91.0,0.0,0.0,38.0,13.0,18,141,012100,0.08418568056648308,0.982428533962759,0.002098085496984002,0.002098085496984002,0.017571466037241017,0.023865722528193023,0.0,0.0,0.00996590611067401,0.0034093889325990034,0.1353977940350358,0.8154160304485109,0.11340292978278485,0.018515833443743444,0.0025014762801024624,0.00040752405954899696,0.02379922663103573,0.025956979354273726,0.07105641155269542,0.1845839695514892,Indiana,56303.0,71164.0,6665703.0,782759.0,6665703.0,5553391.0,626587.0,151979.0,461850.0,15782.0,2506.0,145747.0,169711.0,0,1,0,0,0,0,0,0,0,0,0,0
395,cngy,37.1145,-120.89,2019-02-14,train,POINT (-120.89 37.1145),37460.0,2247.0,06,047,002000,06047002000,20,Census Tract 20,G5020,S,585314653.0,21109052.0,+37.2000819,-120.9591276,"Census Tract 20, Merced County, California",60521.0,61443.0,8712.0,1871.0,8712.0,6316.0,14.0,20.0,5420.0,37.0,0.0,2069.0,256.0,06,047,002000,0.21476124885215794,0.7249770431588614,0.0016069788797061523,0.002295684113865932,0.27502295684113864,0.6221303948576676,0.004247015610651974,0.0,0.23748852157943068,0.02938475665748393,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,1,0,1,0,0,1
396,cnlk,36.13,-79.068855967461,2021-08-10,train,POINT (-79.068855967461 36.13),18727.0,384.0,37,135,010802,37135010802,108.02,Census Tract 108.02,G5020,S,147936740.0,691504.0,+36.1846790,-079.0316950,"Census Tract 108.02, Orange County, North Carolina",77188.0,94688.0,4880.0,227.0,4880.0,4476.0,297.0,33.0,227.0,0.0,0.0,14.0,60.0,37,135,010802,0.04651639344262295,0.9172131147540984,0.06086065573770492,0.006762295081967213,0.08278688524590164,0.04651639344262295,0.0,0.0,0.0028688524590163933,0.012295081967213115,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
397,cnss,39.1853,-121.704,2019-01-09,test,POINT (-121.704 39.1853),40234.0,5021.0,06,101,051000,06101051000,510,Census Tract 510,G5020,S,215559228.0,2053852.0,+39.0342246,-121.6633133,"Census Tract 510, Sutter County, California",54799.0,66250.0,2598.0,404.0,2598.0,2174.0,61.0,196.0,924.0,4.0,0.0,118.0,45.0,06,101,051000,0.15550423402617397,0.8367975365665897,0.023479599692070825,0.07544264819091609,0.16320246343341033,0.3556581986143187,0.001539645881447267,0.0,0.04541955350269438,0.017321016166281754,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,0,0,0,0,0,1
398,cnsz,39.077955,-96.88081,2019-10-07,test,POINT (-96.88081 39.077955),69543.0,521.0,20,061,000800,20061000800,8,Census Tract 8,G5020,S,281985514.0,44870409.0,+39.0653921,-096.9032520,"Census Tract 8, Geary County, Kansas",85290.0,88429.0,6706.0,388.0,6706.0,4489.0,1383.0,333.0,887.0,0.0,74.0,128.0,299.0,20,061,000800,0.057858634059051596,0.6694005368326872,0.2062332239785267,0.04965702356099016,0.33059946316731287,0.1322696093050999,0.0,0.01103489412466448,0.019087384431852074,0.044586937071279455,0.1152385769408098,0.837549340677714,0.06662244038184784,0.02598334967651838,0.008380882176206432,0.0007868148065627427,0.026483430059549458,0.03419374222160111,0.12462156961095079,0.16245065932228597,Kansas,59597.0,75976.0,2910652.0,305642.0,2910652.0,2455935.0,170291.0,85794.0,345680.0,24010.0,2382.0,71683.0,100557.0,0,0,1,1,0,1,0,1,1,1,0,0
399,cnuz,35.7188835255218,-79.13964530237,2018-08-28,train,POINT (-79.13964530237 35.7188835255218),19420.0,1077.0,37,037,020800,37037020800,208,Census Tract 208,G5020,S,181755283.0,14479953.0,+35.7143431,-079.1474408,"Census Tract 208, Chatham County, North Carolina",65282.0,86213.0,9288.0,542.0,9288.0,7414.0,1555.0,109.0,439.0,0.0,0.0,39.0,171.0,37,037,020800,0.05835486649440138,0.7982342807924203,0.16742032730404824,0.01173557278208441,0.20176571920757969,0.04726528854435831,0.0,0.0,0.004198966408268734,0.018410852713178296,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
400,cnvn,41.3305639294444,-85.3836083333333,2017-08-28,train,POINT (-85.3836083333333 41.3305639294444),51103.0,690.0,18,113,972600,18113972600,9726,Census Tract 9726,G5020,S,138285078.0,4219979.0,+41.3136429,-085.4286670,"Census Tract 9726, Noble County, Indiana",61791.0,74111.0,4435.0,159.0,4435.0,4424.0,0.0,0.0,81.0,0.0,0.0,0.0,11.0,18,113,972600,0.03585118376550169,0.9975197294250282,0.0,0.0,0.002480270574971815,0.01826381059751973,0.0,0.0,0.0,0.002480270574971815,0.1353977940350358,0.8154160304485109,0.11340292978278485,0.018515833443743444,0.0025014762801024624,0.00040752405954899696,0.02379922663103573,0.025956979354273726,0.07105641155269542,0.1845839695514892,Indiana,56303.0,71164.0,6665703.0,782759.0,6665703.0,5553391.0,626587.0,151979.0,461850.0,15782.0,2506.0,145747.0,169711.0,0,1,0,0,0,0,0,0,0,0,0,0
401,comt,35.6596126235471,-79.249734582288,2020-12-10,train,POINT (-79.249734582288 35.6596126235471),19420.0,1077.0,37,037,020800,37037020800,208,Census Tract 208,G5020,S,181755283.0,14479953.0,+35.7143431,-079.1474408,"Census Tract 208, Chatham County, North Carolina",65282.0,86213.0,9288.0,542.0,9288.0,7414.0,1555.0,109.0,439.0,0.0,0.0,39.0,171.0,37,037,020800,0.05835486649440138,0.7982342807924203,0.16742032730404824,0.01173557278208441,0.20176571920757969,0.04726528854435831,0.0,0.0,0.004198966408268734,0.018410852713178296,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,0,0,0,0,0,0,0,0
402,conk,37.3906,-120.958,2019-12-04,train,POINT (-120.958 37.3906),40334.0,5121.0,06,047,000402,06047000402,4.02,Census Tract 4.02,G5020,S,118656652.0,1135494.0,+37.3998708,-120.8953613,"Census Tract 4.02, Merced County, California",62500.0,61442.0,9060.0,1096.0,9060.0,6702.0,0.0,16.0,2842.0,35.0,0.0,1654.0,653.0,06,047,000402,0.12097130242825607,0.7397350993377484,0.0,0.0017660044150110375,0.26026490066225166,0.3136865342163355,0.003863134657836645,0.0,0.182560706401766,0.07207505518763797,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,0,1,0,0,0,0,1,1,0,0,0,1
403,cooq,35.8926302552768,-79.0188717323613,2021-08-05,train,POINT (-79.0188717323613 35.8926302552768),19283.0,940.0,37,135,012201,37135012201,122.01,Census Tract 122.01,G5020,S,19888316.0,70476.0,+35.8840523,-079.0383129,"Census Tract 122.01, Orange County, North Carolina",129323.0,187679.0,2814.0,222.0,2814.0,2336.0,256.0,179.0,82.0,10.0,0.0,8.0,25.0,37,135,012201,0.07889125799573561,0.830135039090263,0.09097370291400142,0.06361051883439943,0.16986496090973702,0.02914001421464108,0.0035536602700781805,0.0,0.0028429282160625444,0.008884150675195452,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,1,0,0,0,0,0,0,0,0
404,copu,41.91411,-72.70472,2019-09-09,test,POINT (-72.70471999999999 41.91411),56225.0,174.0,09,003,473502,09003473502,4735.02,Census Tract 4735.02,G5020,S,13937044.0,695148.0,+41.9146708,-072.7144340,"Census Tract 4735.02, Hartford County, Connecticut",88896.0,93514.0,3066.0,103.0,3066.0,2051.0,817.0,21.0,249.0,0.0,0.0,95.0,82.0,09,003,473502,0.03359425962165688,0.6689497716894978,0.266470971950424,0.00684931506849315,0.3310502283105023,0.0812133072407045,0.0,0.0,0.030984996738421394,0.02674494455316373,0.0959625310819644,0.7506175990622866,0.11481505343113056,0.04295269512941305,0.0029435591814721868,0.0003328352985122694,0.05439869452624794,0.033939563370937405,0.16999674398279793,0.2493824009377134,Connecticut,78444.0,100418.0,3575074.0,317774.0,3575074.0,2714031.0,383416.0,161257.0,574240.0,9955.0,1123.0,186292.0,119000.0,0,0,1,0,0,0,0,0,0,1,0,1
405,coqt,37.2639,-120.906,2017-08-16,train,POINT (-120.906 37.2639),37460.0,2247.0,06,047,002000,06047002000,20,Census Tract 20,G5020,S,585314653.0,21109052.0,+37.2000819,-120.9591276,"Census Tract 20, Merced County, California",60521.0,61443.0,8712.0,1871.0,8712.0,6316.0,14.0,20.0,5420.0,37.0,0.0,2069.0,256.0,06,047,002000,0.21476124885215794,0.7249770431588614,0.0016069788797061523,0.002295684113865932,0.27502295684113864,0.6221303948576676,0.004247015610651974,0.0,0.23748852157943068,0.02938475665748393,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,1,0,1,0,0,1
406,coqu,36.03,-78.72,2017-04-20,train,POINT (-78.72 36.03),18765.0,422.0,37,183,053900,37183053900,539,Census Tract 539,G5020,S,108406265.0,20839152.0,+36.0166321,-078.6450858,"Census Tract 539, Wake County, North Carolina",127930.0,155129.0,9283.0,465.0,9283.0,7992.0,538.0,166.0,386.0,180.0,0.0,337.0,70.0,37,183,053900,0.05009156522675859,0.8609285791231283,0.05795540234837876,0.017882150166971884,0.1390714208768717,0.04158138532801896,0.01939028331358397,0.0,0.036302919314876655,0.007540665733060433,0.13662534136952448,0.6881205283203753,0.21739186530733348,0.025458108635877878,0.012358662342982054,0.0007994079685940996,0.030243458621782838,0.02562796880305431,0.0909675471928848,0.31187947167962465,North Carolina,54602.0,68435.0,10264876.0,1325875.0,10264876.0,7049919.0,2200761.0,292992.0,962665.0,123952.0,7213.0,316763.0,273276.0,0,1,0,0,1,0,1,0,0,0,0,0
407,cosw,37.8717,-121.526,2020-03-17,train,POINT (-121.526 37.8717),36852.0,1639.0,06,077,003900,06077003900,39,Census Tract 39,G5020,S,493561616.0,36386064.0,+37.9269437,-121.4574107,"Census Tract 39, San Joaquin County, California",52540.0,56583.0,1518.0,237.0,1518.0,1298.0,0.0,11.0,1059.0,8.0,14.0,91.0,96.0,06,077,003900,0.15612648221343872,0.855072463768116,0.0,0.007246376811594203,0.14492753623188406,0.6976284584980237,0.005270092226613966,0.00922266139657444,0.059947299077733864,0.06324110671936758,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,1,0,1,1,0,0,1
408,cpmx,41.427688,-73.236089,2020-08-19,test,POINT (-73.23608900000001 41.427688),56764.0,713.0,09,009,348123,09009348123,3481.23,Census Tract 3481.23,G5020,S,28032161.0,631100.0,+41.4448795,-073.2042751,"Census Tract 3481.23, New Haven County, Connecticut",122431.0,141063.0,5970.0,58.0,5970.0,5551.0,3.0,173.0,627.0,0.0,0.0,23.0,220.0,09,009,348123,0.009715242881072027,0.9298157453936349,0.0005025125628140704,0.02897822445561139,0.07018425460636515,0.1050251256281407,0.0,0.0,0.0038525963149078726,0.03685092127303183,0.0959625310819644,0.7506175990622866,0.11481505343113056,0.04295269512941305,0.0029435591814721868,0.0003328352985122694,0.05439869452624794,0.033939563370937405,0.16999674398279793,0.2493824009377134,Connecticut,78444.0,100418.0,3575074.0,317774.0,3575074.0,2714031.0,383416.0,161257.0,574240.0,9955.0,1123.0,186292.0,119000.0,0,1,0,0,0,0,0,1,0,0,0,0
409,cpos,37.2486,-120.851,2021-07-14,train,POINT (-120.851 37.2486),37460.0,2247.0,06,047,002000,06047002000,20,Census Tract 20,G5020,S,585314653.0,21109052.0,+37.2000819,-120.9591276,"Census Tract 20, Merced County, California",60521.0,61443.0,8712.0,1871.0,8712.0,6316.0,14.0,20.0,5420.0,37.0,0.0,2069.0,256.0,06,047,002000,0.21476124885215794,0.7249770431588614,0.0016069788797061523,0.002295684113865932,0.27502295684113864,0.6221303948576676,0.004247015610651974,0.0,0.23748852157943068,0.02938475665748393,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,1,0,1,0,0,1
410,cpsz,37.2486,-120.851,2017-05-09,train,POINT (-120.851 37.2486),37460.0,2247.0,06,047,002000,06047002000,20,Census Tract 20,G5020,S,585314653.0,21109052.0,+37.2000819,-120.9591276,"Census Tract 20, Merced County, California",60521.0,61443.0,8712.0,1871.0,8712.0,6316.0,14.0,20.0,5420.0,37.0,0.0,2069.0,256.0,06,047,002000,0.21476124885215794,0.7249770431588614,0.0016069788797061523,0.002295684113865932,0.27502295684113864,0.6221303948576676,0.004247015610651974,0.0,0.23748852157943068,0.02938475665748393,0.12236374293173113,0.6048675727987227,0.0582908203945456,0.1384788046263071,0.00836603248590504,0.0037439232934668547,0.13789661873663295,0.04835622766441983,0.3808663448957289,0.39513242720127734,California,75235.0,85837.0,39283497.0,4702069.0,39283497.0,23453222.0,2274108.0,5692423.0,15327688.0,303998.0,155290.0,5481792.0,1922664.0,1,1,0,0,0,0,1,0,1,0,0,1
